SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.9999999,49,0,0.0,,0,0,0,0,
0,0.486586515,53,0,0.394657906,7000.0,10,0,2,0,1.0
0,0.9999999,36,0,0.006855184,3500.0,0,0,0,0,1.0
0,0.060461263,61,0,0.241101617,16266.0,9,0,2,0,1.0
0,0.030498475,62,0,2813.0,,8,0,1,0,0.0
0,0.9999999,47,2,0.603099225,4000.0,2,0,1,1,1.0
0,0.782652168,30,3,187.0,,5,0,0,0,0.0
0,0.124987583,57,0,0.115903155,14166.0,13,0,1,0,2.0
0,0.0,61,0,1045.0,,6,0,1,0,0.0
0,0.9999999,32,0,0.132716821,4000.0,1,0,0,0,1.0
0,0.249500998,25,0,0.205065541,4500.0,3,0,1,0,0.0
0,0.69539217,52,0,2056.0,,7,0,1,0,0.0
0,0.074175922,35,0,0.31415189,2988.0,8,0,1,0,3.0
0,0.037131843,32,0,0.711457708,5000.0,8,0,2,0,0.0
0,0.010409201,52,0,0.461975835,1406.0,4,0,0,0,2.0
0,0.309002724,57,1,0.420064437,9000.0,15,0,1,0,3.0
0,0.025165783,47,0,841.0,,8,0,1,0,0.0
0,0.038685082,52,0,1036.0,,4,0,1,0,
0,0.019425749,49,0,0.388623486,9000.0,9,0,1,0,3.0
0,0.884905755,66,0,0.710209856,4240.0,9,0,2,0,2.0
0,0.08321083,51,0,0.218402325,9976.0,3,0,1,0,0.0
0,0.982000706,31,0,0.566527524,7665.0,7,0,2,0,0.0
0,0.457671284,47,0,0.306542902,8833.0,19,0,3,0,0.0
0,0.056788642,62,0,523.0,,2,0,1,0,0.0
0,0.064269806,26,0,0.107971208,3750.0,3,0,0,0,0.0
0,0.30414717,34,0,0.13243762,3646.0,5,0,0,0,1.0
0,0.422658511,51,0,0.208388375,9083.0,9,0,2,0,0.0
0,0.05637323,50,1,0.096994781,5556.0,6,1,1,1,2.0
0,0.156628112,41,0,0.643343935,2200.0,7,0,1,0,0.0
0,0.006611661,46,0,0.097236651,4812.0,7,0,1,0,0.0
0,0.009828357,79,0,0.078241431,4025.0,6,0,0,0,0.0
1,0.9999999,32,0,479.0,,1,1,0,0,0.0
0,0.004841596,51,1,30.0,0.0,3,0,0,0,2.0
0,0.016919385,68,0,0.329206742,10500.0,19,0,4,1,0.0
0,0.005416516,74,0,0.004993758,800.0,9,0,0,0,0.0
0,0.0,47,0,0.310595065,6200.0,3,1,1,0,0.0
0,0.9999999,35,0,0.257977701,2600.0,7,0,0,0,0.0
0,0.014606565,80,0,10.0,,4,0,0,0,0.0
0,0.071070404,35,0,1772.0,1.0,12,0,1,0,2.0
0,1.00839832,24,3,534.0,,3,0,0,1,0.0
0,0.682796753,52,2,0.555184876,3596.0,15,0,1,0,0.0
0,0.024101681,40,0,0.780209324,4203.0,7,0,2,0,1.0
0,0.0,63,0,595.0,,5,0,0,0,0.0
0,0.0,64,0,1652.0,,11,0,1,0,0.0
0,0.383952208,35,0,0.498566762,15000.0,18,0,2,0,0.0
0,0.0,75,0,0.026204565,2365.0,15,0,0,0,0.0
0,0.166316881,58,0,0.373771038,6000.0,14,0,1,0,0.0
0,0.9999999,23,1,0.030694669,618.0,0,0,0,0,0.0
0,0.097946645,64,0,0.008064516,11159.0,5,0,0,0,0.0
0,0.025999639,63,0,0.163014225,2600.0,8,0,0,0,0.0
0,0.033978436,57,0,0.008053319,3600.0,3,0,0,0,0.0
0,0.131213537,74,0,0.33252291,5346.0,10,0,1,0,0.0
0,0.024517189,29,0,0.385515728,4100.0,2,0,1,0,2.0
0,0.102222444,58,0,0.16463454,15500.0,5,0,1,0,1.0
0,0.379236395,72,0,0.433122029,12619.0,14,0,3,0,3.0
1,0.9999999,33,2,0.103498971,3400.0,1,2,0,0,1.0
0,0.043243483,65,0,57.0,,7,0,0,0,0.0
0,0.166905596,52,0,0.497073456,6833.0,13,0,2,0,1.0
0,0.9999999,43,0,211.0,,9,0,0,0,2.0
0,0.268842037,61,0,0.518317069,6250.0,20,0,2,0,0.0
0,0.025159241,77,0,0.185226998,12400.0,7,0,2,0,0.0
0,0.000190674,49,0,142.0,,8,0,0,0,0.0
0,0.627163782,40,1,0.123909884,5503.0,3,0,0,0,3.0
0,0.057999009,64,0,0.019629395,83700.0,8,0,2,0,1.0
0,0.048870542,63,0,0.195322196,10474.0,5,0,2,0,1.0
0,0.030942812,47,0,0.573749308,5416.0,8,0,3,1,2.0
0,0.001032815,61,0,0.0,6878.0,2,0,0,0,3.0
0,0.017207616,83,0,12.0,,6,0,0,0,0.0
0,0.594253237,36,0,0.823025282,7000.0,9,0,3,0,1.0
0,0.361859945,47,0,0.171544664,15750.0,10,1,1,0,0.0
1,1.001272496,62,1,0.280813653,5800.0,7,4,0,1,2.0
0,0.702693502,43,0,0.137056457,8200.0,7,0,0,0,1.0
0,0.004599847,83,0,0.00204499,1466.0,2,0,0,0,0.0
0,0.142623607,37,0,0.901290812,2633.0,10,0,3,0,2.0
0,0.89602197,59,0,0.338426924,10666.0,11,0,1,0,1.0
0,0.185572462,46,0,0.211234321,5500.0,7,0,1,0,5.0
0,0.174475699,58,0,0.271937202,10700.0,19,0,1,0,1.0
0,0.048047184,58,0,0.00379962,10000.0,8,0,0,0,2.0
0,0.110241693,52,0,0.018001417,7054.0,5,0,0,0,1.0
0,0.399931711,34,0,0.892295388,3750.0,15,0,2,0,2.0
0,0.05979496,52,0,0.352635486,4040.0,4,0,1,0,0.0
0,0.158448052,47,0,0.418161896,7300.0,17,0,3,0,1.0
1,0.833020638,56,0,0.648425882,39672.0,18,0,8,0,0.0
0,0.507256748,76,0,828.0,,3,0,0,0,0.0
0,0.773175261,27,0,0.390804598,2000.0,7,0,0,0,0.0
0,0.665519354,62,0,0.455227172,6800.0,11,1,1,0,0.0
0,0.303093938,43,0,0.313137373,3333.0,6,0,0,0,2.0
0,0.060150761,59,0,1.155971642,5500.0,18,0,5,0,0.0
0,0.058419244,40,0,0.172585266,18500.0,8,0,1,0,1.0
0,0.08740029,83,0,0.225548902,500.0,10,0,0,0,1.0
0,0.0,84,0,3.0,,9,0,0,0,
0,0.039724939,48,1,1522.0,,10,0,2,0,0.0
0,0.022683697,67,0,1166.0,,3,0,1,0,
0,0.047977743,40,0,0.258479115,5601.0,8,0,2,0,0.0
0,0.356743583,45,0,0.305055698,3500.0,8,0,0,0,2.0
0,0.594823153,63,1,0.498614958,6497.0,6,0,1,0,1.0
1,0.9999999,45,0,0.00509704,5100.0,0,0,0,0,2.0
0,0.200990429,45,0,1559.0,,5,0,1,0,0.0
0,0.013825421,52,0,0.363116966,6300.0,11,0,1,0,0.0
0,0.0,41,0,0.171966402,13333.0,5,0,1,0,1.0
0,0.0,69,0,0.627723971,3303.0,12,0,2,0,0.0
0,0.008767882,28,0,0.073363044,5833.0,5,0,0,0,0.0
0,0.969860535,61,0,0.749376559,2405.0,6,0,2,0,0.0
0,0.85271699,31,0,0.745170877,1345.0,6,0,0,0,0.0
0,0.023950398,45,0,908.5,1.0,12,0,2,0,2.0
0,0.518840375,63,0,0.496315561,6920.0,11,0,1,0,0.0
0,0.0,42,0,5613.0,,21,0,2,0,1.0
0,0.9999999,66,0,193.0,,2,0,1,0,1.0
0,0.439756024,45,0,0.547937868,5600.0,2,0,1,0,2.0
0,0.0,45,0,1125.0,,6,0,1,0,0.0
0,0.272524249,58,0,5078.0,,5,0,2,0,0.0
0,0.129863872,31,0,0.48953452,3200.0,9,0,0,0,0.0
0,0.166799093,51,0,0.14717363,6916.0,9,0,1,0,2.0
0,0.127997608,46,0,0.5719418,5566.0,12,0,1,0,0.0
0,0.108787134,49,0,0.077897343,10500.0,2,0,1,0,0.0
1,0.981517952,54,7,0.506766917,3324.0,10,0,1,0,1.0
0,0.502042508,30,0,0.254387914,4500.0,9,0,0,0,0.0
1,1.025179856,34,0,1.576905728,6650.0,6,5,1,1,0.0
0,0.9574336,43,1,1.287142571,5000.0,8,0,2,0,2.0
0,0.9999999,53,0,710.0,,2,0,0,0,0.0
0,0.080445251,45,2,0.276247614,11000.0,8,0,2,0,1.0
0,0.404587985,52,1,0.606156275,3800.0,13,0,2,0,0.0
0,0.0,70,0,1326.0,,11,0,1,0,0.0
0,0.043457428,69,0,62.0,,3,0,0,0,0.0
0,0.164691765,34,0,0.056977847,11600.0,5,0,0,0,0.0
0,0.105624536,57,0,0.240267195,9580.0,23,0,2,0,0.0
0,0.691237478,39,2,0.289852588,5833.0,16,0,0,0,1.0
1,0.339503567,89,1,0.549380248,2500.0,9,3,0,1,0.0
0,0.183061869,52,1,0.035592881,5000.0,9,0,0,0,0.0
1,0.997667444,50,0,0.266369994,6291.0,9,5,0,2,2.0
0,0.579622156,37,0,0.145620634,5582.0,3,0,0,0,0.0
0,0.206953429,79,0,0.206698325,4000.0,8,0,0,0,0.0
0,0.214938564,58,0,0.326171558,12333.0,13,0,2,0,1.0
0,0.9999999,57,1,0.323735253,5000.0,2,0,2,1,1.0
0,0.144373673,45,0,2384.0,,4,0,1,0,0.0
0,0.251807414,34,0,0.662517853,4900.0,5,0,1,0,0.0
0,0.9999999,44,0,0.0,,4,0,0,0,0.0
0,0.049011809,49,0,1.015912481,4021.0,16,0,2,0,2.0
0,0.094098607,69,0,0.907680807,5350.0,6,0,3,0,0.0
0,0.178903425,52,0,0.069824669,3250.0,8,0,0,0,1.0
0,0.043085083,50,0,0.306766333,10300.0,7,0,1,0,0.0
0,0.027461516,34,0,0.007859235,88430.0,8,0,0,0,0.0
0,0.088516077,52,0,5860.0,,10,0,2,0,2.0
0,0.101959216,42,0,0.801965231,3968.0,7,0,2,0,0.0
0,0.004444332,34,0,1161.0,1.0,10,0,2,0,0.0
0,0.569167476,29,0,0.453109378,5000.0,12,0,1,0,0.0
0,0.403504999,57,0,0.481780616,5323.0,13,0,2,0,0.0
0,0.510094557,30,0,0.653621982,1200.0,7,0,1,0,0.0
0,0.678851298,73,0,0.585406188,14512.0,32,0,2,0,2.0
0,0.020200603,70,0,0.284126206,6116.0,12,0,2,0,1.0
0,0.0,35,0,0.191978961,6083.0,6,0,2,0,0.0
0,0.014906381,53,0,0.209916034,2500.0,3,0,2,0,0.0
0,0.098866918,46,1,1.178056594,3745.0,17,0,2,0,3.0
0,0.354066986,54,0,1.351829634,3333.0,16,0,1,0,1.0
1,0.9999999,42,1,0.165509581,3600.0,2,1,0,2,3.0
0,0.262451679,47,0,0.427285817,8333.0,12,0,2,0,2.0
0,0.010603218,50,0,0.196610883,9500.0,22,0,1,0,4.0
0,0.0,55,0,0.336881473,6951.0,8,0,1,0,1.0
0,0.003036308,67,0,1394.0,,11,0,1,0,1.0
0,0.9999999,33,0,0.155463347,3614.0,4,0,0,0,2.0
0,0.201945633,64,0,0.132680692,4800.0,10,0,0,0,0.0
0,0.009535161,52,1,0.159968006,5000.0,9,0,0,0,1.0
0,0.04985462,73,0,21.0,,5,0,0,0,0.0
0,0.026930249,36,0,0.113325464,14400.0,10,0,1,0,0.0
0,0.105289942,56,0,0.431433469,9333.0,15,0,2,0,1.0
0,0.9999999,24,0,0.0,,0,0,0,0,
0,0.020628866,76,0,16.0,,1,0,0,0,0.0
0,0.377610344,44,0,0.289248626,6547.0,6,1,1,0,1.0
0,0.036121111,49,0,67.0,0.0,12,0,0,1,0.0
0,0.579929805,69,0,0.623853211,2833.0,12,0,0,0,0.0
0,0.000549438,42,0,2840.0,,6,0,2,0,0.0
0,0.270210063,34,0,0.317075654,9820.0,14,0,2,0,1.0
0,0.20901617,36,0,0.381667449,6392.0,12,0,2,0,2.0
0,0.66556817,47,0,0.417305023,19450.0,19,0,3,0,2.0
0,0.119044048,58,0,0.714205186,8869.0,12,0,2,0,2.0
0,0.675578846,28,0,0.524822695,3947.0,10,0,2,0,0.0
0,0.113525765,55,0,0.446164926,2776.0,7,0,1,0,1.0
0,0.9999999,62,0,0.012635379,2215.0,0,0,0,0,0.0
0,0.471434333,77,0,9898.0,,20,0,4,0,0.0
0,0.421604299,32,1,0.181204699,4000.0,6,0,0,0,0.0
0,0.204952044,41,0,0.80442541,1400.0,3,0,1,0,2.0
0,0.399438375,61,0,0.865556217,1680.0,6,0,0,0,0.0
0,0.625460437,61,0,0.349980754,20783.0,8,0,2,0,0.0
0,0.224454098,70,0,1405.0,,9,0,1,0,1.0
0,0.321188307,74,0,0.640387805,7838.0,12,0,1,0,0.0
0,0.0,52,0,0.00139972,5000.0,1,0,0,0,0.0
0,0.657736905,32,0,0.139853395,5183.0,3,0,0,0,2.0
0,0.016826633,57,0,0.165845649,7916.0,11,0,1,0,1.0
0,0.989000917,42,0,4326.0,0.0,5,0,2,0,3.0
0,0.137591735,58,0,0.757498405,4700.0,22,0,2,0,1.0
1,0.0,51,1,0.160167966,5000.0,11,1,1,0,1.0
0,0.694494639,52,3,0.427592117,2333.0,14,0,0,0,2.0
0,0.74784189,30,0,0.382683658,2667.0,7,0,1,0,1.0
0,0.986127969,43,0,0.154498637,3300.0,3,0,0,0,1.0
0,0.095727442,51,0,0.50229954,5000.0,8,0,2,0,1.0
0,0.0,42,0,0.497727961,3300.0,6,0,2,0,0.0
0,0.037037714,51,0,0.101414084,7000.0,7,0,1,0,0.0
0,0.00347431,68,0,0.151773467,10205.0,10,0,1,0,0.0
0,0.115237829,40,1,2.491686461,2946.0,17,0,3,0,0.0
0,0.175788682,40,0,0.400145441,11000.0,9,0,1,0,2.0
0,0.0,45,0,0.366335388,7948.0,4,0,1,0,0.0
0,0.30745701,63,0,0.474822759,5500.0,22,0,1,0,1.0
1,0.9999999,34,0,0.020349875,2800.0,0,0,0,0,4.0
0,0.000207404,58,0,0.090628657,9400.0,5,0,1,0,0.0
0,0.006894555,63,0,7.0,,2,0,0,0,0.0
0,0.549766261,56,0,2673.0,,8,0,1,0,0.0
0,0.046891496,78,0,0.037437005,8333.0,13,0,0,0,0.0
0,0.008722083,43,0,0.500967534,4650.0,6,0,2,0,1.0
1,1.036867172,42,3,0.664399926,5440.0,12,0,2,0,3.0
0,0.0,57,0,0.0,9000.0,3,0,0,0,0.0
0,0.014347318,62,0,0.011046567,10500.0,19,0,0,0,0.0
0,0.0,67,0,35.0,,2,0,0,0,0.0
0,0.023778457,62,0,0.214560983,9600.0,9,0,1,1,0.0
0,0.0,61,0,0.283516653,13000.0,11,0,2,0,1.0
0,0.346302362,67,0,0.125781793,4316.0,6,0,0,0,0.0
0,0.04019836,74,0,0.309335047,14000.0,11,0,2,0,0.0
0,0.9999999,57,0,592.0,,4,3,0,0,0.0
0,0.101953214,48,0,0.664159223,6380.0,13,0,4,0,0.0
0,0.0,57,0,0.000727207,11000.0,9,0,0,0,0.0
0,0.9999999,69,0,0.0,,1,0,0,0,0.0
0,0.848742419,49,1,2577.0,0.0,8,0,0,0,0.0
0,0.027531498,42,0,0.265546891,5000.0,9,0,2,0,0.0
0,0.920958788,47,1,0.224834845,8930.0,6,0,1,0,5.0
0,0.0,73,1,0.0,,2,1,0,0,0.0
0,0.0,59,0,0.281738533,5820.0,7,0,1,0,1.0
0,0.011334133,52,0,0.341731654,5000.0,15,0,1,0,0.0
0,0.0,77,0,0.269857969,1900.0,9,0,0,0,0.0
0,0.938359152,70,0,0.471273604,7466.0,19,0,0,0,0.0
0,0.520958084,26,0,0.228104759,3550.0,4,0,0,0,0.0
1,0.018940492,89,1,0.593009119,3289.0,13,1,1,2,0.0
0,0.008086253,66,0,0.274342836,2700.0,8,0,0,0,0.0
0,0.28911861,73,0,0.620928185,7950.0,21,0,4,0,0.0
0,0.732816796,34,2,0.029763941,2922.0,4,0,0,0,0.0
0,0.10563645,51,0,0.196223621,2700.0,5,0,0,0,1.0
0,0.598952972,32,1,0.09085213,12767.0,11,0,0,0,2.0
0,0.011195522,24,0,0.0,10200.0,2,0,0,0,0.0
0,0.052604142,36,0,0.329241277,10833.0,15,0,4,0,0.0
0,0.081499638,55,0,43.0,,2,0,0,0,0.0
0,0.861046318,34,1,0.056388722,5000.0,5,0,0,0,0.0
0,0.147528416,40,0,0.041237113,3200.0,2,0,0,0,0.0
0,0.173739137,67,0,1488.0,,5,0,1,0,0.0
0,0.157340102,69,0,0.19460881,12167.0,8,0,3,0,0.0
0,0.501653399,47,0,0.389573991,12487.0,13,0,4,0,0.0
0,0.252015977,46,0,0.309625821,3500.0,14,0,0,1,0.0
0,0.25911931,43,0,0.444711095,5416.0,9,0,2,0,2.0
1,0.6922012,47,1,1698.0,,3,1,1,1,3.0
0,0.495512567,53,0,0.902954932,9407.0,28,0,5,0,2.0
0,0.124943804,70,1,1004.0,,11,0,0,0,0.0
1,0.709035617,45,0,0.527155816,8708.0,12,0,3,0,3.0
0,0.514065257,45,0,0.648336494,5800.0,7,0,2,0,1.0
0,0.312036788,51,3,0.442944632,8000.0,29,0,2,0,2.0
0,0.049758852,39,0,0.134183452,6900.0,3,0,0,0,4.0
0,0.0,57,0,0.18612192,10793.0,6,0,1,0,0.0
0,0.039277478,48,0,0.213271303,8167.0,7,0,2,0,2.0
0,0.555292138,49,0,0.498875281,4000.0,6,0,2,0,1.0
0,0.32500861,38,0,0.338227297,9194.0,12,0,1,0,3.0
0,0.569518238,45,0,0.44121881,8335.0,11,0,2,0,3.0
0,0.410417805,39,0,0.396044625,1971.0,6,0,0,0,1.0
0,0.000250341,72,0,1230.0,0.0,6,0,1,0,0.0
0,0.01223068,88,1,0.300155521,1285.0,7,0,0,0,0.0
0,0.053744044,42,0,915.5,1.0,4,0,1,0,3.0
0,0.052727945,61,0,0.14734587,4200.0,7,0,1,0,1.0
0,0.085350431,61,0,3416.0,,10,0,2,0,0.0
0,0.0,43,1,0.402134472,4684.0,10,0,1,0,0.0
0,0.9999999,24,0,60.0,,0,0,0,0,
0,0.9999999,35,0,0.114310646,2291.0,3,0,0,0,0.0
0,0.384245665,59,0,0.844631074,3333.0,9,0,1,0,0.0
0,0.476356933,36,0,0.683967705,1733.0,7,0,0,0,3.0
0,0.094588023,66,0,0.466935625,5700.0,12,0,3,0,0.0
0,0.705428893,55,1,0.640697488,6250.0,10,0,3,0,0.0
0,0.96440356,38,0,0.470323548,4666.0,9,0,1,0,0.0
0,0.9999999,63,0,0.182963929,2300.0,3,0,0,0,0.0
0,0.087274528,63,0,0.233371126,5291.0,5,0,1,0,0.0
0,0.202674833,40,0,0.452727668,4600.0,8,0,2,0,3.0
0,0.112401379,51,0,0.14213198,6500.0,10,0,0,0,0.0
0,0.086426102,48,0,0.204737404,10300.0,7,0,1,0,0.0
0,0.846574881,45,0,0.158640227,6000.0,5,0,0,0,2.0
0,0.036761211,57,0,0.202425736,15417.0,22,0,2,0,0.0
0,0.005907389,34,0,0.473253787,7458.0,5,0,2,0,0.0
0,0.002903132,30,0,1.911668484,916.0,7,0,1,0,0.0
0,0.090537495,42,0,0.42581314,7716.0,19,0,3,0,2.0
0,0.174728159,33,1,0.375939065,9583.0,13,0,2,0,2.0
0,0.056239997,51,1,0.159685468,13225.0,11,0,1,0,3.0
0,0.229680529,29,0,0.686514108,4500.0,8,0,1,0,1.0
0,0.184932166,50,1,0.065213908,6240.0,9,0,0,0,3.0
0,0.248258741,32,0,0.274378253,8644.0,6,0,1,0,0.0
0,0.011760843,77,0,0.014364641,5429.0,7,0,0,0,0.0
0,0.059460829,63,0,0.404711465,11800.0,11,0,4,0,1.0
0,0.076442018,65,0,0.228133263,9454.0,11,0,1,0,0.0
0,0.991334778,30,0,0.092530876,5100.0,6,0,0,0,0.0
1,1.010309278,46,5,2370.0,,6,0,1,0,0.0
0,0.854145854,24,0,33.0,0.0,4,0,0,0,0.0
0,0.90542471,41,2,0.453899028,4218.0,11,2,0,1,1.0
0,0.9999999,30,1,0.143010177,5600.0,2,0,0,0,2.0
0,0.047600659,41,0,0.19730045,6000.0,6,0,1,0,4.0
0,0.156721421,46,0,0.135181976,7500.0,17,0,0,0,1.0
0,0.112044398,42,0,0.274800812,6400.0,5,0,2,0,0.0
0,0.019338009,50,0,0.108506257,12625.0,8,0,3,0,1.0
0,0.000517744,64,0,0.358826081,6916.0,26,0,2,0,1.0
0,0.055464818,65,0,0.004652488,10531.0,3,0,0,0,0.0
0,0.117307582,27,0,304.0,,7,0,0,0,0.0
0,0.988011988,36,0,0.015157559,2506.0,2,0,0,1,1.0
0,0.456635841,68,1,962.0,,3,4,1,1,0.0
0,0.032416522,46,0,0.451560092,10383.0,10,0,3,0,2.0
0,0.007599493,28,0,0.574485103,5000.0,5,0,2,0,2.0
0,0.021558755,34,0,0.148790081,15000.0,7,0,1,0,1.0
0,0.9999999,33,0,0.0,7000.0,0,0,0,0,0.0
0,0.042449566,52,1,1.220819376,3880.0,14,0,3,1,0.0
0,0.115235596,45,0,0.291614518,5592.0,5,0,1,0,2.0
0,0.303068396,54,0,0.452109578,5000.0,4,0,2,0,0.0
0,0.039349761,83,0,0.195179306,1700.0,3,0,0,0,0.0
0,0.028061499,37,0,0.447695684,4100.0,9,0,1,0,0.0
0,0.11390479,26,0,0.056029233,820.0,4,0,0,0,0.0
0,0.135921964,55,0,0.051125989,11500.0,9,0,1,0,1.0
0,0.002067591,65,0,709.0,,4,0,1,0,0.0
0,0.906445278,51,1,0.293131248,3100.0,9,1,1,0,2.0
0,0.9999999,71,0,0.0,,0,0,0,0,
0,0.333666334,25,0,0.181225554,2300.0,3,0,0,0,0.0
0,0.535452914,52,0,0.726080072,4420.0,6,0,1,0,0.0
1,0.462417982,43,0,1.416861046,3000.0,12,0,1,0,0.0
0,0.151895397,47,1,0.106251894,9900.0,7,0,1,0,3.0
0,0.064466796,50,0,2953.0,,9,0,2,0,0.0
0,0.0,46,0,0.15445494,7833.0,10,0,1,0,1.0
0,0.595889939,50,1,0.711229947,4300.0,12,0,1,0,0.0
0,0.043763263,65,0,0.165352405,16358.0,23,0,1,0,0.0
0,0.073578595,58,1,0.414254439,4110.0,6,0,1,0,0.0
0,0.406985488,39,1,0.4822962,8500.0,11,0,2,0,1.0
0,0.000981782,45,1,0.266774237,7436.0,11,0,1,0,3.0
0,0.007458348,61,0,1301.0,,4,0,1,0,0.0
0,0.0,45,0,0.596618797,5500.0,5,0,1,0,0.0
0,0.016275302,78,0,25.0,,7,0,0,0,0.0
0,0.0,49,0,0.10568409,3500.0,3,0,0,0,1.0
0,0.152505164,63,0,528.0,,10,0,0,0,0.0
0,0.047800863,63,0,0.285074388,6250.0,8,0,1,0,1.0
0,0.042564574,71,0,0.244060475,8333.0,3,0,1,0,0.0
0,0.917436085,61,0,0.638674664,3500.0,4,0,2,0,0.0
0,0.10848192,61,0,0.751006711,1489.0,4,0,2,0,0.0
0,0.217539123,49,0,1.398002853,700.0,4,0,1,0,2.0
0,0.165060318,67,0,0.343914021,4000.0,11,0,1,0,0.0
0,0.24397073,54,0,0.291066959,12783.0,9,0,2,0,2.0
1,0.751730621,48,5,0.308338332,1666.0,13,0,0,0,2.0
0,0.005749795,61,0,0.190511353,5416.0,8,0,1,0,0.0
0,0.218273242,48,0,0.16558336,6153.0,6,0,0,0,2.0
0,0.547900697,66,0,3495.0,,12,0,2,0,2.0
0,0.003009983,52,0,0.443911218,5000.0,14,0,2,0,2.0
0,0.067061927,55,0,0.117481643,6400.0,5,0,1,0,0.0
0,0.062729151,27,0,0.196251952,1920.0,4,0,0,0,0.0
0,0.762158561,44,4,0.224465502,21000.0,5,0,1,0,3.0
0,0.201949513,54,0,0.005428054,10500.0,2,0,0,0,1.0
0,0.042665244,44,0,0.032262365,7500.0,6,0,0,0,0.0
0,0.014802218,57,0,0.251759548,8666.0,28,0,2,0,0.0
0,0.033074379,55,0,0.296194721,5833.0,11,0,1,0,0.0
0,0.888888889,39,0,21.0,,1,0,0,0,0.0
0,0.007140319,47,0,0.248623465,2360.0,4,0,0,0,0.0
0,0.402521919,48,0,0.472024611,5200.0,5,1,1,0,3.0
0,0.852026904,31,0,0.482398957,2300.0,7,0,0,0,2.0
0,0.589730357,66,0,1950.0,,9,0,2,0,0.0
0,0.417129144,37,0,0.315640363,12000.0,4,0,2,0,2.0
0,0.0,54,0,0.265067124,3500.0,6,0,0,0,1.0
0,0.042737272,43,0,0.003084778,9400.0,2,0,0,0,1.0
0,0.001317089,48,1,169.0,,12,0,0,0,0.0
0,0.046315895,69,0,0.282977954,8300.0,7,0,2,0,1.0
0,0.9999999,57,1,0.445652174,2299.0,4,0,2,0,1.0
0,0.011405799,53,0,2813.0,,17,0,1,0,0.0
0,0.703307285,43,0,0.323119777,14000.0,18,0,3,0,1.0
0,0.808583362,65,0,6969.0,,20,0,1,0,0.0
0,0.02988486,37,0,0.271649559,6916.0,12,0,2,0,2.0
0,0.021544561,44,0,0.006853583,3209.0,4,0,0,0,0.0
0,0.670534986,49,0,0.367733333,3749.0,13,0,1,0,3.0
0,0.968433081,33,0,0.196056651,3600.0,7,0,0,0,0.0
0,0.063630579,59,0,21.0,,1,0,0,0,0.0
0,0.016570198,72,0,545.0,,13,0,1,0,0.0
0,0.591293222,81,0,0.295940812,5000.0,8,0,0,0,1.0
0,0.95434855,52,0,0.162570888,2644.0,4,0,0,0,0.0
0,0.219919902,51,0,0.353223484,6250.0,9,0,2,0,1.0
0,0.0,68,0,1474.0,,15,0,2,0,0.0
0,0.022303276,65,0,0.120300752,6649.0,16,0,1,0,1.0
0,0.256197817,37,0,0.417645589,4000.0,16,0,1,0,2.0
0,0.0,71,0,0.0,,3,0,0,0,0.0
0,0.018375545,52,0,0.228692827,4000.0,9,0,1,0,3.0
0,0.085867365,42,0,0.289874039,6112.0,6,0,1,0,0.0
0,0.050141099,64,0,0.013994402,2500.0,3,0,0,0,0.0
0,0.617351287,32,0,0.75173233,5050.0,13,0,1,0,2.0
0,0.297512465,50,0,0.522089649,3100.0,8,0,1,0,2.0
0,0.510661541,52,0,0.397742965,21000.0,8,0,1,0,2.0
0,0.254793554,25,0,1.144244105,720.0,5,0,0,0,0.0
0,0.03578694,33,0,0.185246557,17500.0,12,0,2,0,2.0
0,0.291509928,44,0,0.651388514,11126.0,10,0,3,0,2.0
0,0.006316919,50,0,0.24831667,4900.0,7,0,1,0,1.0
0,0.483218792,76,0,0.256278171,1552.0,5,0,0,0,0.0
0,0.112459169,74,0,50.0,,1,0,0,0,0.0
0,0.944001965,57,0,0.578416791,6050.0,7,0,2,0,0.0
0,0.285489804,60,0,0.37720285,5333.0,6,0,1,0,0.0
0,0.367454068,31,1,0.337732454,5000.0,6,0,1,0,0.0
0,0.184575662,46,0,0.208986068,15000.0,6,0,1,0,2.0
0,1.08447888,51,0,0.139202581,4338.0,5,0,0,0,0.0
0,0.0,44,0,0.431305341,3500.0,4,0,1,0,2.0
0,0.357857129,65,1,0.145877975,17733.0,10,0,1,0,1.0
0,0.979704335,44,0,0.812397746,5500.0,8,0,1,0,1.0
0,0.112724284,29,0,0.135280553,1300.0,5,0,0,0,1.0
0,0.035649046,65,0,0.095188502,4800.0,6,0,0,0,1.0
0,0.0,64,1,0.168319307,12000.0,6,0,2,0,0.0
0,0.021330489,44,0,4.0,,1,0,0,0,0.0
0,0.308256339,50,0,0.452201761,6244.0,10,0,3,0,1.0
0,0.985807442,46,1,0.090409133,12000.0,4,2,0,0,4.0
0,0.001184715,66,0,0.010699877,5700.0,4,0,0,0,2.0
0,0.915883244,58,1,0.961737565,4442.0,9,0,2,0,0.0
1,0.168316252,54,0,0.008515643,70575.0,4,1,0,1,1.0
0,0.116988301,49,1,0.327084583,6667.0,8,0,1,0,1.0
0,0.9999999,62,0,0.193130534,29026.0,6,0,3,0,0.0
